subject	group	session	direction	congruency	acc	rt
HG06	HG	2	right	congruent	correct	0.533
HG06	HG	2	right	incongruent	correct	0.687
HG06	HG	2	left	incongruent	incorrect	0.935
HG06	HG	2	right	congruent	correct	0.622
HG06	HG	2	left	congruent	correct	1.267
HG06	HG	2	right	congruent	correct	0.890
HG06	HG	2	right	incongruent	correct	0.957
HG06	HG	2	left	incongruent	correct	0.933
HG06	HG	2	left	congruent	correct	0.459
HG06	HG	2	left	congruent	correct	1.207
HG06	HG	2	right	incongruent	correct	1.833
HG06	HG	2	left	incongruent	correct	1.076
HG06	HG	2	right	congruent	correct	0.632
HG06	HG	2	left	congruent	correct	0.651
HG06	HG	2	right	congruent	correct	0.802
HG06	HG	2	left	incongruent	correct	1.327
HG06	HG	2	right	incongruent	correct	1.004
HG06	HG	2	right	incongruent	correct	1.096
HG06	HG	2	right	congruent	correct	0.994
HG06	HG	2	left	incongruent	correct	0.887
HG06	HG	2	left	congruent	incorrect	0.948
HG04	HG	2	right	congruent	correct	0.574
HG04	HG	2	left	incongruent	correct	0.629
HG04	HG	2	right	incongruent	correct	0.782
HG04	HG	2	left	congruent	correct	0.519
HG04	HG	2	left	congruent	correct	0.524
HG04	HG	2	right	incongruent	correct	0.685
HG04	HG	2	right	congruent	correct	0.466
HG04	HG	2	left	incongruent	correct	0.770
HG04	HG	2	right	congruent	correct	0.527
HG04	HG	2	left	congruent	correct	0.469
HG04	HG	2	right	incongruent	correct	0.647
HG04	HG	2	left	incongruent	correct	0.584
HG04	HG	2	left	congruent	correct	0.474
HG04	HG	2	right	congruent	correct	0.498
HG04	HG	2	left	incongruent	correct	0.668
HG04	HG	2	right	incongruent	correct	0.812
HG04	HG	2	left	incongruent	correct	0.652
HG04	HG	2	right	incongruent	correct	1.504
HG04	HG	2	right	congruent	correct	0.582
HG04	HG	2	left	congruent	correct	0.459
HG04	HG	2	right	incongruent	correct	0.615
HG04	HG	2	left	incongruent	correct	1.416
HG04	HG	2	right	congruent	correct	0.613
HG04	HG	2	left	congruent	correct	0.512
HG04	HG	2	left	incongruent	correct	0.644
HG04	HG	2	left	congruent	correct	0.424
HG04	HG	2	right	incongruent	correct	0.662
HG04	HG	2	right	congruent	correct	0.471
HG04	HG	2	left	incongruent	correct	0.492
HG04	HG	2	right	congruent	correct	0.571
HG04	HG	2	left	congruent	correct	0.500
HG04	HG	2	right	incongruent	correct	0.684
HG04	HG	2	right	congruent	correct	0.503
HG04	HG	2	right	incongruent	correct	0.894
HG04	HG	2	left	congruent	correct	0.719
HG04	HG	2	left	incongruent	correct	1.138
HG04	HG	2	right	incongruent	correct	0.592
HG04	HG	2	left	congruent	correct	0.659
HG04	HG	2	left	incongruent	correct	0.649
HG04	HG	2	right	congruent	correct	0.541
HG04	HG	2	right	incongruent	correct	1.554
HG04	HG	2	left	congruent	correct	0.581
HG04	HG	2	left	incongruent	correct	0.780
HG04	HG	2	right	congruent	correct	0.483
HG04	HG	2	right	incongruent	correct	0.729
HG04	HG	2	left	incongruent	correct	0.714
HG04	HG	2	right	congruent	correct	0.532
HG04	HG	2	left	congruent	correct	0.520
HG04	HG	2	right	congruent	correct	0.531
HG04	HG	2	right	incongruent	correct	0.826
HG04	HG	2	left	congruent	correct	0.468
HG04	HG	2	left	incongruent	incorrect	0.467
HG04	HG	2	left	incongruent	correct	0.690
HG04	HG	2	left	congruent	correct	0.593
HG04	HG	2	right	incongruent	incorrect	0.178
HG04	HG	2	right	congruent	correct	0.611
HG04	HG	2	right	congruent	correct	0.542
HG04	HG	2	left	incongruent	correct	0.925
HG04	HG	2	right	incongruent	correct	0.893
HG04	HG	2	left	congruent	correct	0.607
HG04	HG	2	left	congruent	correct	0.524
HG04	HG	2	right	incongruent	correct	0.979
HG04	HG	2	right	congruent	correct	0.553
HG04	HG	2	left	incongruent	correct	0.724
HG04	HG	2	right	congruent	correct	0.554
HG04	HG	2	right	incongruent	correct	0.798
HG04	HG	2	left	congruent	correct	0.510
HG04	HG	2	left	incongruent	correct	0.843
HG04	HG	2	left	incongruent	correct	0.663
HG04	HG	2	left	congruent	correct	0.563
HG04	HG	2	right	incongruent	correct	0.640
HG04	HG	2	right	congruent	correct	0.499
HG04	HG	2	right	incongruent	correct	1.067
HG04	HG	2	left	congruent	correct	0.503
HG04	HG	2	right	congruent	correct	0.536
HG04	HG	2	left	incongruent	correct	0.944
HG04	HG	2	left	congruent	correct	0.468
HG04	HG	2	left	incongruent	correct	1.003
HG04	HG	2	right	incongruent	correct	0.866
HG04	HG	2	right	congruent	correct	0.490
HG04	HG	2	left	incongruent	correct	0.925
HG04	HG	2	right	congruent	correct	0.574
HG04	HG	2	right	incongruent	correct	1.138
HG04	HG	2	left	congruent	correct	0.763
HG04	HG	2	right	congruent	correct	0.572
HG04	HG	2	left	incongruent	correct	0.961
HG04	HG	2	right	incongruent	correct	0.778
HG04	HG	2	left	congruent	correct	0.492
HG04	HG	2	right	congruent	correct	0.405
HG04	HG	2	right	incongruent	correct	0.964
HG04	HG	2	left	incongruent	correct	0.786
HG04	HG	2	left	congruent	correct	0.542
HG04	HG	2	right	incongruent	correct	0.707
HG04	HG	2	left	incongruent	correct	0.671
HG04	HG	2	right	congruent	correct	0.678
HG04	HG	2	left	congruent	correct	0.485
HGK15	CON	1	right	incongruent	correct	0.663
HGK15	CON	1	left	incongruent	correct	0.673
HGK15	CON	1	right	congruent	correct	0.569
HGK15	CON	1	left	congruent	correct	0.598
HGK15	CON	1	right	congruent	correct	0.480
HGK15	CON	1	right	incongruent	correct	0.521
HGK15	CON	1	left	congruent	correct	0.737
HGK15	CON	1	left	incongruent	incorrect	0.560
HGK15	CON	1	right	congruent	correct	0.689
HGK15	CON	1	right	incongruent	correct	0.608
HGK15	CON	1	left	congruent	correct	0.633
HGK15	CON	1	left	incongruent	correct	0.650
HGK15	CON	1	right	incongruent	correct	0.561
HGK15	CON	1	left	congruent	correct	0.498
HGK15	CON	1	left	incongruent	correct	0.522
HGK15	CON	1	right	congruent	correct	0.548
HGK15	CON	1	right	incongruent	correct	0.595
HGK15	CON	1	left	incongruent	correct	0.607
HGK15	CON	1	left	congruent	correct	0.531
HGK15	CON	1	right	congruent	correct	0.589
HGK15	CON	1	right	incongruent	correct	0.548
HGK15	CON	1	left	incongruent	correct	0.578
HGK15	CON	1	right	congruent	correct	0.460
HGK15	CON	1	left	congruent	correct	0.486
HGK15	CON	1	left	incongruent	correct	0.623
HGK15	CON	1	left	congruent	correct	0.543
HGK15	CON	1	right	congruent	correct	0.517
HGK15	CON	1	right	incongruent	correct	0.684
HGK15	CON	1	left	congruent	correct	0.572
HGK15	CON	1	left	incongruent	correct	0.515
HGK15	CON	1	right	incongruent	correct	0.486
HGK15	CON	1	right	congruent	correct	0.549
HGK15	CON	1	left	incongruent	correct	0.530
HGK15	CON	1	right	congruent	correct	0.461
HGK15	CON	1	left	congruent	correct	0.480
HGK15	CON	1	right	incongruent	correct	0.485
HGK15	CON	1	right	congruent	correct	0.451
HGK15	CON	1	right	incongruent	correct	0.473
HGK15	CON	1	left	incongruent	correct	0.528
HGK15	CON	1	left	congruent	correct	0.511
HGK15	CON	1	left	incongruent	correct	0.484
HGK15	CON	1	right	incongruent	correct	0.493
HGK15	CON	1	left	congruent	correct	0.568
HGK15	CON	1	right	congruent	correct	0.706
HGK15	CON	1	left	incongruent	correct	0.522
HGK15	CON	1	right	incongruent	correct	0.450
HGK15	CON	1	left	congruent	correct	0.508
HGK15	CON	1	right	congruent	correct	0.426
HGK15	CON	1	right	congruent	correct	0.482
HGK15	CON	1	left	incongruent	correct	0.534
HGK15	CON	1	right	incongruent	correct	0.489
HGK15	CON	1	left	congruent	correct	0.493
HGK15	CON	1	left	incongruent	correct	0.454
HGK15	CON	1	right	incongruent	correct	0.485
HGK15	CON	1	left	congruent	correct	0.441
HGK15	CON	1	right	congruent	correct	0.440
HGK15	CON	1	right	incongruent	correct	0.431
HGK15	CON	1	right	congruent	correct	0.454
HGK15	CON	1	left	incongruent	correct	0.556
HGK15	CON	1	left	congruent	correct	0.447
HGK15	CON	1	left	incongruent	correct	0.531
HGK15	CON	1	right	incongruent	correct	0.472
HGK15	CON	1	left	congruent	correct	0.412
HGK15	CON	1	right	congruent	correct	0.450
HGK15	CON	1	right	congruent	correct	0.404
HGK15	CON	1	left	congruent	correct	0.481
HGK15	CON	1	right	incongruent	correct	0.464
HGK15	CON	1	left	incongruent	correct	0.491
HGK15	CON	1	left	incongruent	correct	0.483
HGK15	CON	1	left	congruent	correct	0.469
HGK15	CON	1	right	congruent	correct	0.499
HGK15	CON	1	right	incongruent	correct	0.436
HGK15	CON	1	left	congruent	correct	0.530
HGK15	CON	1	right	congruent	correct	0.445
HGK15	CON	1	right	incongruent	correct	0.444
HGK15	CON	1	left	incongruent	correct	0.469
HGK15	CON	1	left	incongruent	correct	0.490
HGK15	CON	1	left	congruent	correct	0.517
HGK15	CON	1	right	incongruent	correct	0.538
HGK15	CON	1	right	congruent	correct	0.449
HGK15	CON	1	right	incongruent	correct	0.450
HGK15	CON	1	left	congruent	correct	0.400
HGK15	CON	1	right	congruent	correct	0.371
HGK15	CON	1	left	incongruent	correct	0.529
HGK15	CON	1	right	incongruent	correct	0.416
HGK15	CON	1	right	congruent	correct	0.466
HGK15	CON	1	left	congruent	correct	0.573
HGK15	CON	1	left	incongruent	correct	0.467
HGK15	CON	1	right	incongruent	correct	0.290
HGK15	CON	1	right	congruent	correct	0.500
HGK15	CON	1	left	incongruent	correct	0.292
HGK15	CON	1	left	congruent	correct	0.419
HGK15	CON	1	right	incongruent	correct	0.384
HGK15	CON	1	left	congruent	correct	0.463
HGK15	CON	1	right	congruent	correct	0.458
HGK15	CON	1	left	incongruent	correct	0.538
HG18	HG	2	right	congruent	correct	1.039
HG18	HG	2	left	incongruent	correct	1.029
HG18	HG	2	right	incongruent	correct	1.319
HG18	HG	2	left	congruent	correct	0.606
HG18	HG	2	right	congruent	correct	0.515
HG18	HG	2	left	congruent	correct	0.397
HG18	HG	2	left	incongruent	correct	0.974
HG18	HG	2	right	incongruent	correct	0.910
HG18	HG	2	right	congruent	correct	0.681
HG18	HG	2	left	congruent	correct	0.598
HG18	HG	2	left	incongruent	correct	1.270
HG18	HG	2	right	incongruent	correct	1.107
HG18	HG	2	left	congruent	correct	0.619
HG18	HG	2	left	incongruent	correct	0.730
HG18	HG	2	right	incongruent	correct	1.036
HG18	HG	2	right	congruent	correct	0.786
HG18	HG	2	left	congruent	correct	0.624
HG18	HG	2	right	congruent	correct	0.600
HG18	HG	2	left	incongruent	correct	0.646
HG18	HG	2	right	incongruent	correct	0.841
HG18	HG	2	right	congruent	correct	0.604
HG18	HG	2	right	incongruent	correct	1.191
HG18	HG	2	left	incongruent	correct	1.370
HG18	HG	2	left	congruent	correct	1.204
HG18	HG	2	right	congruent	correct	0.606
HG18	HG	2	left	congruent	correct	0.571
HG18	HG	2	left	incongruent	correct	1.277
HG18	HG	2	right	incongruent	correct	1.152
HG18	HG	2	right	incongruent	incorrect	1.221
HG18	HG	2	right	congruent	incorrect	0.961
HG18	HG	2	left	congruent	correct	0.601
HG18	HG	2	left	incongruent	correct	1.255
HG18	HG	2	right	congruent	correct	0.716
HG18	HG	2	right	incongruent	incorrect	1.997
HG18	HG	2	left	incongruent	timeout	0.000
HG18	HG	2	left	congruent	correct	0.960
HG18	HG	2	left	incongruent	correct	1.396
HG18	HG	2	left	congruent	correct	0.877
HG18	HG	2	right	incongruent	correct	0.915
HG18	HG	2	right	congruent	correct	0.452
HG18	HG	2	left	incongruent	timeout	0.000
HG18	HG	2	right	incongruent	timeout	0.000
HG18	HG	2	left	congruent	correct	1.012
HG18	HG	2	right	congruent	correct	0.517
HG18	HG	2	right	congruent	correct	0.595
HG18	HG	2	left	incongruent	correct	0.978
HG18	HG	2	left	congruent	correct	1.017
HG18	HG	2	right	incongruent	incorrect	1.337
HG18	HG	2	left	congruent	correct	0.656
HG18	HG	2	right	congruent	correct	0.646
HG18	HG	2	right	incongruent	incorrect	1.485
HG18	HG	2	left	incongruent	correct	1.584
HG18	HG	2	left	congruent	correct	0.894
HG18	HG	2	left	incongruent	correct	1.295
HG18	HG	2	right	incongruent	correct	1.167
HG18	HG	2	right	congruent	correct	0.612
HG18	HG	2	left	incongruent	correct	1.027
HG18	HG	2	right	incongruent	correct	1.120
HG18	HG	2	left	congruent	correct	0.879
HG18	HG	2	right	congruent	correct	0.568
HG18	HG	2	right	congruent	correct	0.497
HG18	HG	2	left	incongruent	correct	0.898
HG18	HG	2	right	incongruent	correct	1.095
HG18	HG	2	left	congruent	correct	0.930
HG18	HG	2	right	incongruent	timeout	0.000
HG18	HG	2	left	congruent	correct	0.952
HG18	HG	2	left	incongruent	correct	1.232
HG18	HG	2	right	congruent	correct	0.706
HG18	HG	2	left	incongruent	correct	0.911
HG18	HG	2	right	incongruent	timeout	0.000
HG18	HG	2	right	congruent	correct	1.362
HG18	HG	2	left	congruent	correct	0.827
HG18	HG	2	right	incongruent	incorrect	1.240
HG18	HG	2	right	congruent	correct	1.087
HG18	HG	2	left	congruent	correct	0.624
HG18	HG	2	left	incongruent	correct	1.020
HG18	HG	2	right	incongruent	correct	0.936
HG18	HG	2	left	congruent	correct	0.621
HG18	HG	2	right	congruent	correct	0.660
HG18	HG	2	left	incongruent	correct	0.860
HG18	HG	2	right	incongruent	correct	1.508
HG18	HG	2	left	congruent	correct	1.303
HG18	HG	2	left	incongruent	incorrect	1.859
HG18	HG	2	right	congruent	correct	1.421
HG18	HG	2	left	incongruent	correct	0.823
HG18	HG	2	right	congruent	correct	0.687
HG18	HG	2	right	incongruent	incorrect	1.447
HG18	HG	2	left	congruent	correct	1.375
HG18	HG	2	right	congruent	correct	0.537
HG18	HG	2	right	incongruent	incorrect	1.372
HG18	HG	2	left	congruent	correct	0.891
HG18	HG	2	left	incongruent	correct	1.603
HG18	HG	2	right	congruent	correct	0.624
HG18	HG	2	right	incongruent	correct	1.026
HG18	HG	2	left	incongruent	correct	1.503
HG18	HG	2	left	congruent	correct	1.002
HGK10	CON	2	right	congruent	correct	0.498
HGK10	CON	2	left	congruent	correct	0.484
HGK10	CON	2	left	incongruent	incorrect	0.495
HGK10	CON	2	right	incongruent	correct	0.528
HGK10	CON	2	left	incongruent	correct	0.695
HGK10	CON	2	left	congruent	correct	0.588
HGK10	CON	2	right	congruent	correct	0.499
HGK10	CON	2	right	incongruent	correct	0.612
HGK10	CON	2	left	congruent	correct	0.489
HGK10	CON	2	right	congruent	correct	0.461
HGK10	CON	2	right	incongruent	correct	0.668
HGK10	CON	2	left	incongruent	incorrect	0.470
HGK10	CON	2	right	incongruent	correct	0.514
HGK10	CON	2	right	congruent	correct	0.670
HGK10	CON	2	left	incongruent	incorrect	0.442
HGK10	CON	2	left	congruent	correct	0.621
HGK10	CON	2	left	congruent	correct	0.498
HGK10	CON	2	right	incongruent	correct	0.945
HGK10	CON	2	left	incongruent	correct	0.608
HGK10	CON	2	right	congruent	correct	0.614
HGK10	CON	2	left	congruent	correct	0.525
HGK10	CON	2	right	congruent	correct	0.405
HGK10	CON	2	right	incongruent	incorrect	0.574
HGK10	CON	2	left	incongruent	correct	0.710
HGK10	CON	2	right	congruent	correct	0.492
HGK10	CON	2	left	incongruent	correct	1.065
HGK10	CON	2	right	incongruent	correct	0.742
HGK10	CON	2	left	congruent	correct	0.570
HGK10	CON	2	right	congruent	correct	0.564
HGK10	CON	2	left	congruent	correct	0.369
HGK10	CON	2	left	incongruent	correct	0.637
HGK10	CON	2	right	incongruent	correct	0.602
HGK10	CON	2	right	incongruent	correct	0.547
HGK10	CON	2	left	congruent	correct	0.477
HGK10	CON	2	left	incongruent	correct	0.695
HGK10	CON	2	right	congruent	correct	0.342
HGK10	CON	2	right	incongruent	correct	0.597
HGK10	CON	2	left	congruent	correct	0.547
HGK10	CON	2	right	congruent	correct	0.384
HGK10	CON	2	left	incongruent	correct	0.648
HGK10	CON	2	right	incongruent	incorrect	0.670
HGK10	CON	2	right	congruent	correct	0.780
HGK10	CON	2	left	congruent	correct	0.598
HGK10	CON	2	left	incongruent	incorrect	0.462
HGK10	CON	2	left	congruent	correct	0.833
HGK10	CON	2	right	incongruent	correct	0.830
HGK10	CON	2	left	incongruent	correct	0.587
HGK10	CON	2	right	congruent	correct	0.483
HGK10	CON	2	left	congruent	correct	0.566
HGK10	CON	2	left	incongruent	correct	0.635
HGK10	CON	2	right	incongruent	correct	0.725
HGK10	CON	2	right	congruent	correct	0.799
HGK10	CON	2	left	congruent	correct	0.823
HGK10	CON	2	left	incongruent	correct	0.989
HGK10	CON	2	right	congruent	correct	0.542
HGK10	CON	2	right	incongruent	correct	0.699
HGK10	CON	2	right	incongruent	correct	0.701
HGK10	CON	2	left	incongruent	correct	1.140
HGK10	CON	2	right	congruent	correct	1.242
HGK10	CON	2	left	congruent	correct	0.447
HGK10	CON	2	right	incongruent	correct	0.804
HGK10	CON	2	left	congruent	correct	0.470
HGK10	CON	2	left	incongruent	correct	1.054
HGK10	CON	2	right	congruent	correct	0.577
HGK10	CON	2	left	incongruent	correct	0.528
HGK10	CON	2	right	incongruent	correct	0.694
HGK10	CON	2	right	congruent	correct	0.578
HGK10	CON	2	left	congruent	correct	0.730
HGK10	CON	2	left	incongruent	correct	0.628
HGK10	CON	2	right	incongruent	correct	0.685
HGK10	CON	2	right	congruent	correct	0.523
HGK10	CON	2	left	congruent	correct	0.770
HGK10	CON	2	left	incongruent	correct	0.987
HGK10	CON	2	left	congruent	correct	0.746
HGK10	CON	2	right	congruent	correct	0.565
HGK10	CON	2	right	incongruent	correct	0.850
HGK10	CON	2	left	incongruent	correct	0.628
HGK10	CON	2	left	congruent	correct	0.524
HGK10	CON	2	right	incongruent	correct	0.728
HGK10	CON	2	right	congruent	correct	0.675
HGK10	CON	2	left	congruent	correct	0.738
HGK10	CON	2	right	congruent	correct	0.460
HGK10	CON	2	right	incongruent	correct	0.657
HGK10	CON	2	left	incongruent	incorrect	0.526
HGK10	CON	2	left	incongruent	correct	1.013
HGK10	CON	2	right	incongruent	correct	0.709
HGK10	CON	2	left	congruent	correct	0.655
HGK10	CON	2	right	congruent	correct	0.502
HGK10	CON	2	left	incongruent	correct	1.205
HGK10	CON	2	right	incongruent	correct	0.679
HGK10	CON	2	left	congruent	correct	0.536
HGK10	CON	2	right	congruent	correct	0.493
HGK10	CON	2	right	congruent	correct	0.461
HGK10	CON	2	left	congruent	correct	0.734
HGK10	CON	2	left	incongruent	correct	1.140
HGK10	CON	2	right	incongruent	correct	0.859
HG23	HG	2	right	incongruent	correct	1.209
HG23	HG	2	left	congruent	correct	1.639
HG23	HG	2	left	incongruent	correct	1.928
HG23	HG	2	right	congruent	correct	1.350
HG23	HG	2	left	incongruent	incorrect	1.573
HG23	HG	2	right	congruent	correct	1.552
HG23	HG	2	right	incongruent	correct	1.314
HG23	HG	2	left	congruent	correct	1.161
HG23	HG	2	right	congruent	correct	1.007
HG23	HG	2	left	incongruent	correct	1.298
HG23	HG	2	left	congruent	correct	1.296
HG23	HG	2	right	incongruent	correct	1.039
HG23	HG	2	right	incongruent	correct	1.301
HG23	HG	2	left	congruent	correct	1.387
HG23	HG	2	left	incongruent	correct	1.595
HG23	HG	2	right	congruent	correct	1.388
HG23	HG	2	right	congruent	correct	1.292
HG23	HG	2	left	incongruent	correct	1.431
HG23	HG	2	right	incongruent	correct	1.647
HG23	HG	2	left	congruent	correct	1.211
HG23	HG	2	left	congruent	correct	1.647
HG23	HG	2	right	incongruent	correct	1.532
HG23	HG	2	right	congruent	correct	1.317
HG23	HG	2	left	incongruent	correct	1.232
HG23	HG	2	left	incongruent	correct	1.474
HG23	HG	2	left	congruent	correct	1.410
HG23	HG	2	right	congruent	correct	1.187
HG23	HG	2	right	incongruent	correct	1.284
